,food,description
7661,오레오케이크,박력쌀가루 설탕 달걀 버터 코코아가루 바닐라향 소금 물 오레오쿠키 생크림 설탕 오레오쿠키 가루낸거 오레오쿠키
7662,참외마늘쫑무침,마늘쫑 참외 통깨
7663,바게트피자빵,바게트 빵 햄 파프리카 양파 옥수수콘 토마토 양송이 버섯 게맛살 슬라이스 치즈 정도 블랙 올리브 약간 방울 토마토 약간 파슬리 가루 약간
7664,명엽체볶음,명엽체 통깨
7665,쇠고기치즈말이,고기 불고기감 소금 약간 후추 약간 슬라이스 치즈 건포도 밀가루 튀김가루 계란 튀김기름
7666,안심샐러드,돼지 안심 돌나물 샐러드 채소 넉넉히 오렌지 월계수잎 로즈마리잎 통후추 약간
7667,삼색누드김밥,밥 김 참치통조림 마요네즈 맛살 단무지 우엉 햄 당근 달걀 시금치 깻잎 소금 참기름 검정깨 브로콜리 소금 참기름 검정깨 카레가루 참기름 검정깨 소금 참기름 검정깨
7668,돼지등뼈김치찜,등뼈 익은배추김치 생수 향신재료 대파 김치국물
7669,김치닭도리탕,묵은김치 닭고기 양파 감자 대파 청양고추
7670,찹쌀전,감자 방아잎 당근 애호박 양파 달걀 찹쌀가루 감자전분
7671,홍시요거트스무디,대봉홍시 플레인요거트 꿀 시럽 연유
7672,멸치시금치주먹밥,현미밥 다진호두 당근 시금치나물 볶은잔멸치 간장 올리고당 참기름 약간 통깨 약간
7673,떠먹는식빵피자,식빵 감자 베이컨 홍피망 모짜렐라치즈 아주듬뿍 케찹 적당량 버터 밀가루 우유
7674,호두마늘쫑볶음,마늘쫑 호두
7675,요구르트식빵,우리밀 강력분 아마씨 플레인 요구르트 물 인스턴트 드라이이스트 천일염 비정제황설탕 버터
7676,배화채,레몬 배 유기농설탕 꿀 생수 레몬쥬스 레몬쥬스 얼음
7677,치즈감자볼,감자 당근 양파 햄 소고기 치즈
7678,민어전,민어 달걀 밀가루 적당량 식용유 소금 후춧가루
7679,달걀밥머핀,달걀 밥 약간 양파 청피망 약간 당근 약간 소금
7680,순두부계란찜,달걀 고추 멸치육수 당근 애호박
7681,아마씨쌀바게트,강력쌀가루 물 인스턴드라이이스트 소금 제빵개량제
7682,스크램블비빔밥,밥 김치 소시지 양파
7683,돼지고기달걀장조림,돼지고기 안심 달걀 대파 생강 마늘 마른 홍고추 월계수잎 통후추 물
7684,오르되브르,큐브참치 오이 맛살 다진양파 다진마늘 방울토마토
7685,에그넷,냉장고속야채 햄이나소시지 소금 후추 포도씨유 깻잎
7686,다시마감자크로켓,감자 다시마 약간 양파 당근 약간 마늘종 약간 햄 약간 슬라이스치즈 식용유 적당량 달걀 밀가루 적당량 빵가루 적당량
7687,인삼샤베트,인삼 우유 꿀 견과류 적당량
7688,블루베리슈크림,중력분 버터 물 계란 조절 소금 생크림 적당량 건블루베리 약간
7689,건포도쌀식빵,강력쌀가루 물 인스턴드라이이스트 소금 설탕 달걀 분유 버터 들깨 우유 플레인 요플레
7690,치즈두부스테이크,두부 슬라이스치즈 밀가루 달걀 대파 검정깨 약간
7691,산딸기마카롱,아몬드가루 슈가파우더 복분자 딸기가루 달걀 흰자 설탕 물 식용색소 약간 산딸기 버터 슈가파우더 산딸기
7692,식빵소시지핫도그,식빵 소시지 양배추잎 다진양파 다진청피망 다진 홍파프리카 모짜렐라치즈
7693,고추장치즈볶음밥,찬밥 당근 햄 조금 양파 신김치 슬라이스 치즈 파슬리가루 조금
7694,모카휘낭시에,달걀흰자 비정제황설탕 버터 아몬드가루 우리밀중력분 옥수수전분 진하게내린원두커피
7695,게살유부초밥,밥 호박 당근 양파 청외장아찌 김밥용 김 유부 검정깨 식초 설탕 소금
7696,파인애플소시지볶음,프랑크 소시지 파인애플 양파 빨강 파프리카 노랑 파프리카 마늘종 마늘 굴소스 식용유
7697,마늘부추샐러드,통마늘 부추
7698,정어리조림,정어리 정도 양파 청양고추 홍고추 대파
7699,토마토포카치아,강력분 들라이이스트 소금 설탕 올리브유 미지근한물 방울토마토 파마산치즈가루 약간
7700,구운가지치즈샌드위치,샌드위치 식빵 베이글 가지 슬라이스 치즈 스모크치즈 토마토
7701,꼬막무침비빔국수,꼬막무침 국수 모듬쌈채소 적당히 참기름 약간
7702,고등어감자조림,고등어 감자 애호박 양파 청양고추 대파
7703,오디닭봉조림,닭봉 마늘 월계수잎 청주 양파
7704,옥수수치즈빵,우리밀 강력분 우리밀 중력분 옥수수가루 비정제황설탕 소금 달걀 베이킹파우더 우유 버터 슬라이스 치즈 달걀물 적당량 노른자 우유
7705,완두콩주먹밥,밥 다진쇠고기 완두콩
7706,마카로니,두부 마카로니 청피망 홍파프리카 오이피클 건포도 조금 베이컨
7707,아사이베리스무디,아사이 플레인 요플레 바닐라아이스크림 건블루베리 약간 건크린베리 약간 시리얼 약간
7708,불고기치즈김밥,밥 김밥용김 깻잎 소고기불고기용 슬라이스치즈
7709,오징어떡볶음,오징어 큰것 가래떡 양파 당근 대파 식용유 적당량 통깨 약간
7710,홍삼쉐이크,홍삼정 우유 바닐라아이스크림 얼음 적당량 휘핑크림 약간
7711,오리고기표고버섯전,표고버섯 계란 포도씨유 밀가루 훈제오리 참기름 고춧가루 간장 다진파
7712,육포계란찜,계란 생수 대파 육포
7713,열무비빔라면,라면 열무 약간 상추 약간 들기름 고추장 식초 매실청 통깨
7714,훈제오리동그랑땡,오리고기반죽 포도씨유 계란 밀가루 청양고추 홍고추 잔파 고춧가루 참기름 물엿 통깨
7715,햄치즈파니니샌드위치,식빵 슬라이스치즈 햄
7716,완두콩국수,완두콩 검은콩 생수 소면 아몬드 슬라이스 통깨
7717,키위샹그리아,키위 레몬 베이킹소다 조금 참외 사이다 레몬에이드 음료 작은것 레몬즙 민트잎 조금
7718,두부소시지조림,두부 미니 소시지 양파 청고추 홍피망 검은깨 감자전분 밀가루
7719,샐러리장아찌,샐러리 대파흰부분 양파 마른홍고추작은것 통후추 월계수잎 간장 물 식초 설탕
7720,가지김치참치김밥,밥 달걀 데친브로콜리 약간 날치알 칵테일새우 가지 매운 참치캔 양파 김치 들기름 청양고추 밥 김 식초 설탕 소금 참기름 소금 검정깨 후추 약간 소금 약간
7721,대구스테이크,대구 허브소금 약간 후추 약간 쌈채소 약간 올리브오일 적당량 소금 약간
7722,갈릭또띠아피자,닭다리살 양파 마늘 견과류 원하는만큼 모짜렐라치즈 원하는만큼 또띠아
7723,소보로쌀빵,강력쌀가루 물 이스트 제빵개량제 소금 설탕 분유 계란 버터
7724,치즈브레드,강력분 브로콜리가루 미지근한우유 미지근한물 설탕 드라이이스트 소금 달걀 버터 옥수수 롤치즈 약간
7725,감자마늘종조림,감자 당근 마늘종
7726,아게다시도후,두부 감자 전분 적당량 무 쪽파
7727,키위소불고기,소고기 양파 당근 대파 느타리버섯 골드키위 팽이버섯 양파즙 청주
7728,콘치즈식빵컵케이크,식빵 햄 완두콩 토마토 옥수
7729,호박조갯살들깨볶음,호박 조갯살 적당량 양파 홍고추
7730,만두떡강정,떡볶이떡 만두 다진양파 다진마늘
7731,참치깻잎롤,깻잎 현미밥 양파 김치 매운참치 들기름 삶은달걀노른자 마요네즈 방울토마토 약간 참기름 통깨 소금 약간
7732,블루베리티라미스,마스카르포네치즈 생크림 블루베리가루 건블루베리
7733,감자채팽이버섯전,감자 팽이버섯 검정깨 감자전분 물 포도씨유 약간 들기름 약간
7734,찹쌀브라우니머핀,찹쌀가루 베이킹파우더 우유 달걀 오일 장식용 견과류 약간 코코아가루 설탕 초콜릿
7735,삼겹살주물럭,삼겹살 양파 대파
7736,녹차빵,강력분 말차가루 물 인스턴드 라이이스트 설탕 소금 달걀 흰자 버터 제빵개량제 분유
7737,콩나물무쌈비빔국수,국수 콩나물 오이 당근 양파 무쌈 상추잎 삶은달걀
7738,키위와플,키위 강력분 박력분 베이킹파우더 설탕 소금 조금 우유 달걀 메이플시럽 생크림 초코시럽 슈가파우더 조금
7739,소면샐러드,계란 소면 상추 토마토 오이 간장 다진마늘 참깨 설탕 매실청 참기름 매실청 식초
7740,완두콩두부조림,두부 완두콩 홍고추 식용유 적당량 소금 약간 후추 조금
7741,고구마트위스트빵,강력분 소금 설탕 이스트 우유 포도씨유 검정깨 약간
7742,애호박참치전,참치캔 애호박 양파 당근
7743,닭봉간장볶음,닭봉 당면 물 감자 양파 당근 대파 팽이버섯 약간 통깨 청주 월계수잎 대파 통후추
7744,불고기말이,소고기불고기용 키위 마늘쫑 조금 빨강 노랑파프리카 오이
7745,베이컨감자롤토스트,감자 식빵 베이컨 계란 우유
7746,녹차소보로빵,밀가루강력분 물 이스트 제빵개량제 소금 설탕 분유 계란 버터 밀가루중력분 말차가루 설탕 버터 땅콩버터 달걀 물엿 분유 베이킹파우더 소금
7747,오렌지필초콜릿머핀,달걀 중력분 베이킹파우더 베이킹소다 오렌지필 초콜릿칩 버터 설탕 코코아파우더 우유 식초
7748,양갈비,양갈비살 당근 작은 것 양파
7749,감자올리브포카치아,강력분 미지근한물 올리브유 드라이이스트 소금 설탕 감자 블랙올리브 원하는만큼
7750,명란계란찜,달걀 순두부 약간 명란젓 물
7751,콜라비오이냉국,오이 콜라비 홍고추 얼음 약간
7752,치즈떡꼬치,떡볶이떡 피자치즈 청피망 약간 홍피망 약간
7753,바나나브레드,바나나 밀가루 설탕 버터 버터 달걀 베이킹소다 소금 다진 너츠
7754,배추우거지들깨볶음,배추우거지 물
7755,흙마늘,마늘
7756,마늘쫑새우볶음밥,생새우살 밥 마늘쫑썬것 다진 양파 다진파프리카 조금 카놀라유 조금
7757,오디잼,오디
7758,러스틱브레드,우리밀 중력분 물 인스턴트 드라이이스트 한꼬집 우리밀 강력분 우리밀 중력분 인스턴트 드라이이스트 소금 엑스트라버진 올리브오일 물
7759,골뱅이에스까르고,골뱅이 숙주 부추 통마늘 버터
7760,참나물된장무침,참나물 소금 물
7761,라즈베리파운드케이크,중력분 베이킹파우더 우유 버터 바닐라설탕 천일염 약간 냉동라즈베리
7762,제육야채볶음,돼지고기 야채아무거나 고추장 마늘 생강즙 청주 물엿
7763,코코넛마블머핀,버터 설탕 달걀 중력분 코코넛파우더 베이킹파우더 우유 코코아파우더 우유
7764,바닐라머핀,버터 설탕 바닐라 설탕 달걀 중력분 베이킹파우더 우유
7765,김치고추장떡,배추김치 밀가루 녹말가루 물 청양고추
7766,아몬드강정,아몬드
7767,묵무침,청포묵 황포묵
7768,돼지고기자장볶음,돼지고기안심 양파 감자 다진마늘 식용유 다진파 약간
7769,낙지양파볶음,낙지 양파 피망 포도씨유 약간 고추장 고추가루 맛간장 설탕 마늘 청주 생강즙 참기름 약간 통깨 약간 후추 약간
7770,복분자주스,복분자 알칼리수
7771,참외비빔국수,참외 소면 치커리 검정깨 약간
7772,복분자아이스크림,복분자원액 우유 휘핑크림 연유
7773,오이불고기비빔밥,밥 오이 양파 쇠고기 불고기감 달걀 포도씨유 소금 작은술 설탕 작은술 간장 설탕 꿀 청주 다진마늘 다진파 후춧가루 약간 양조간장 매실액 다진마늘 다진무순 참기름 약간 통깨 약간
7774,고추치즈맛살튀김,풋고추 게맛살 짧은 것 크림치즈 햄 모짜렐라치즈 달걀
7775,콩전,쌀 불린검정콩 물 달걀 청양고추 홍고추 소금
7776,초코브리오슈,강력분 코코아가루 달걀 물 인스턴드라이스트 버터 설탕 소금 달걀노른자 물
7777,가지카나페,닭가슴살 가지 밥 콜리플라워 브로콜리 약간
7778,감자구이오믈렛,감자 달걀 양파 모짜렐라치즈 조금 슬라이스치즈
7779,해물비빔장,오징어 작은거 바지락 또는 조갯살 새우 마늘 양파 풋고추 홍고추
7780,피자샌드위치,식빵 양파 햄 당근 약간 청피망 약간 옥수수콘
7781,오이파프리카볶음,오이 빨강파프리카 노랑파프리카 굵은소금 약간
7782,아스파라거스냉국,아스파가거스 실파 다진마늘 육수
7783,호박된장국,애호박 양파 표고버섯 두부 청량고추 홍고추 조개살 적당량 뒤포리육수
7784,크림치즈스프레드,크림치즈 녹차가루 통조림 단팥 초코칩앤쿠키 적당량 다진 초콜릿 초코샌드
7785,복분자라떼,복분자 우유 우유거품 약간 얼음 적당량 꿀이나 올리고당 약간
7786,빙수팥,삶기 불리지 않은 국내산 팥 물 삶기 물
7787,말차초콜릿쿠키,박력분 버터 슈가파우더 말차가루 화이트 초콜릿 다크초콜릿 달걀 노른자 소금 약간
7788,오디스무디,냉동오디 우유 플레인요구르트 꿀
7789,복분자푸딩,복분자 두유 꿀 복분자 적당량 우유또는 두유 젤라틴 꿀또는설탕
7790,닭가슴살된장비빔밥,밥 닭가슴살통조림 노랑 파프리카 빨강 파프리카 오이 깻잎 명란젓 버터 맛술 포도씨유 약간 소금 설탕 된장 고추장 맛술 꿀 통깨 참기름
7791,토마토비프스튜,소고기 사태 완숙 토마토 양파 당근 바질 약간
7792,밤호박식빵롤,밤호박 식빵 딸기잼 적당량
7793,얼갈이된장국,얼갈이 데친것 된장 쌀뜨물 멸치육수 마늘 청양고추 파
7794,커피프렌치토스트,식빵 달걀 우유
7795,베이컨감자구이,감자 중간크기 소금 약간 후춧가루 약간 파슬리가루 조금 베이컨 피자치즈 버터 적당량
7796,단호박쉬폰,찐 단호박 꿀 우유 우리밀 중력분 베이킹파우더 소금 달걀 노른자 달걀 흰자 설탕 설탕 우유 포도씨유
7797,새우가지강정,가지 고운소금 감자전분 식용유 건새우 아몬드슬라이스
7798,올방개묵,올방개묵 오이 빨강파프리카 노랑파프리카 참기름 굵은소금 약간
7799,두유팥빙수,순두유큐브얼음 빙수떡 약간 키위 참외 빙수팥 적당량 연유
