food,description
한라봉샐러드,한라봉 채소 로시디 약간 토마토 약간 오디 약간 단호박 슬라이스 식빵 달걀
생선라면,숭어 머리 솔치 오만둥이 대파 붉은고추 부추 라면사리
닭가슴살야채볶음,닭가슴살 다진마늘 양파 청양고추 파프리카 느타리버섯 양배추 대파
홍차쿠키,박력분 설탕 베이킹소다 달걀 버터
주꼬또,제누아즈 슬라이스 피스타치오 냉동블루베리 동물성생크림
김굽는법,마른 김
라즈베리요거트스무디,라즈베리 요거트 우유 냉동라즈베리 약간 꿀 약간
쿠키우유빙수,우유 한팩 연유 쿠크다스
블루베리복분자스무디,블루베리 복분자 바나나 우유 올리고당
머위대장아찌,머위대 솔치 표고버섯 다시마 건새우 국간장 물 매실액 식초
완두콩팬케이크,핫케이크가루 완두콩 우유 브로콜리가루
게살볶음밥,홍게 양파 파프리카 청피망 계란 밥
장어국,붕장어 숙주 고사리 단배추 방아잎 대파 청양고추 홍고추
오렌지브라우니,버터 다크커버춰 달걀 비정제황설탕 소금 오렌지엑스트렉 중력분 호두
은행굽기,은행굽기 감자 칩 계란찜 식빵피자 전자렌지에 행주 삶기
대파두릅전,두릅 대파 찹쌀가루
당면김치찌개,김치 돼지고기 두부 팽이버섯 당면 멸치국물
마요참치장아찌김밥,흑미밥 묵은지 달걀 당근 마요참치 연어 김밥용김 고추장아찌 양파장아찌
베이컨에그샌드위치,잉글리시머핀빵 달걀 베이컨 토마토 허니머스터드소스
감자삶기,감자 소금 설탕
고추치즈라면,라면 계란 청양고추 치즈
야끼소바빵,라면사리 양배추 당근 고추 닭가슴살 스팸
참외컵샐러드,참외 오이 사과 삶은 달걀 마요네즈
햄토마토토스트,곡물식빵 베이비채소 방울토마토 볼비엔나 우유 에스프레소 카라멜 올리브유
토마토계란빵,핫케이크가루 토마토주스 달걀 종이컵 말린허브가루
바닐라마카롱,아몬드가루 슈가파우더 달걀흰자 바닐라가루 바닐라빈 달걀흰자
김치양념,양파 오이고추 오이 고춧가루 부추 마늘 깨소금 굵은 소금 약간 찹쌀풀 멸치액젓 새우젓 배
매실주,매실 설탕 소주
참치김치볶음밥브리또,흑미밥 또띠아 스위트콘 올리브유참치 김치 치커리 적당량 들기름 약간
토마토소스김치볶음밥,찬밥 김치 야채들 새송이 버섯 계란
죽순된장국,된장 죽순 감자 호박 양파 대파 적당히 멸치다시국물
명태코다리조림,명태코다리 홍고추 대파
고구마참치카레밥,고구마 양파 당근 참치캔 카레가루
감자사라다빵,모닝빵 감자 오이 당근 양파 로메인상추
소고기버섯리조또,쇠고기 밥 표고버섯 양송이버섯 양파 브로콜리 아기치즈 우유
미니새송이버섯볶음,새송이버섯 당근 양파 마늘
할라피뇨핫도그,핫도그 빵 후랑크 소시지 할라피뇨 양상추 약간
트라이플,플레인요거트 초코쿠키 과일 적당량
서리태콩국수,소면 서리태 물 잣 약간 수박 약간
삼겹살차슈덮밥,삼겹살 파 흰부분 약간 마늘 월계수잎 쪽파 통깨 약간 소금 후추 간장 물 물엿 통후추 약간
크림치즈오이샌드위치,통밀식빵 크림치즈 오이 적당량
두릅초밥,두릅 두릅 초밥 현미밥 달걀
오믈렛크림카레,고형카레 생크림 닭가슴살 감자 피망 양파 옥수수콘 땡초 청양고추 계란 소세지
마늘쫑불고기,소고기 마늘쫑 청양고추 당면 조금 대파
참치오픈샌드위치,통밀빵 치커리 토마토 참치캔 옥수수캔 양파
블루베리아이스크림빙수,블루베리 아이스크림 우유얼음 플레인요거트 블루베리 씨리얼 연유
매실고추장장아찌,청매실 양념 황설탕 고추장 양념 태양초 고추장 물엿
캐러멜마끼아또,에스프레소 우유 얼음 약간
견과류채소죽,쌀 견과류 마른표고 당근 호박 소금 검은깨 약간
사골국,사골 사태 파 마늘 소금 후추
묵은지국수,국수 묵은지 호박나물 취나물
오이소박이김밥,통 오이소박이 당근 달걀지단 달걀 김 현미밥
먹물수제비,먹물 밀가루 마늘 파
아나고야채비빔,아나고 세꼬시 당근 오이 양파 상추
버섯사과탕수,표고버섯 새송이버섯 튀김 기름 적당량 녹말가루 물 녹말가루 달걀흰자 녹말가루 사과 양파 당근 생목이버섯 간장 식초 비정제황설탕 미림 물
어선,동태포 소금 후춧가루 미림 오이 당근 수삼 포도씨유 녹말가루 소금
머위줄기볶음,머위 가죽 미나리 건새우 마늘종 진간장 매실엑기스 물엿 물 깨소금 약간 명태 양파 청양초 고춧가루 간장 마늘 약간 쇠고기 양파 피망 머위 줄기 약간 진간장 매실엑기스 물엿 물 마늘 깨소금 약간 콩나물 간장 깨소금 참기름 약간 김 키친타올 양념장 약간
삼채전,삼채 참치 계란 밀가루 튀김가루 물 적당량
황태고추장찌개,멸치육수 황태채 감자 애호박 두무 양파 표고버섯 청양고추
죽순채소볶음,생 죽순 쌀뜨물 약간 건목이버섯 표고버섯 피망 당근 통마늘 마른 고추 포도씨유 천일염 약간
새우마늘버터구이,냉동새우살 버터 마늘 파슬리가루 조금 채소
메론민트에이드,메론 얼음 탄산수 애플민트 약간
닭고기스튜,닭다리 토마토 가능 양파 당근 감자 파프리카
견과류쉐이크,견과류 우유 꿀
감자양파파스타,파스타면 감자 양파 마늘 청양고추 파마산 치즈가루 파슬리가루 약간
농어찜,농어 생강술 참기름 실파
바나나초코스무디,얼린바나나 우유 코코아가루 꿀 약간
깻잎지,깻잎 양파 당근
찰떡샌드위치브런치,식빵 달걀 토마토 찰떡 상추 약간 적채 약간 방울토마토 키위 키위 요플레 우유
어묵라볶이,라면사리 떡국떡 사각어묵 양파 대파 청양고추 다진마늘 멸치육수 통깨
김치베이컨먹물크림파스타,먹물파스타면 김치 베이컨 우유 마늘 올리브유
연어야채전,연어캔 달걀 빨강 파프리카 주황 파프리카 부추 조금 소금 조금 기름
망고요거트스무디,얼린망고 우유 플레인 요거트
대파삼겹살전,대파 삼겹살 부침가루 감자전분 물 계란 미림 소금 약간 간장 참기름 간마늘 약간 후추 약간 청주 약간 매실 약간 청양고추 계란
소고기초밥,살치살 밥 마늘 와사비 또는 고추냉이
녹차브라우니,버터 화이트커버처초콜릿 설탕 바닐라 설탕 박력분 아몬드가루 말차가루 달걀 베이킹파우더 호두
두부된장찌개,감자 양파 두부 대파 마늘 약간
멸치쌈밥,멸치 김치 적당량 육수 바지락 약간 파 홍고추 깻잎
알리오올리오밥,밥 닭가슴살캔 달걀 마늘 올리브 약간 올리브유
고추장참치볶음,참치 양파 감자 당근 마늘쫑
해초비빔밥,해초 상추 미나리 달래 무생채 약간 계란
수박스테이크,수박 채소 로시디
전복갈비찜,갈비 전복 계란 밤 대추 은행 약간 배 양파 꿀 맛술 간장 다진마늘 참기름 꿀 생강 후추약간
참치된장무침,된장 참치 다진호두
두부계란부침,두부 들기름 계란 파
감자찌기,감자
오이부추김치,백오이 정도 부추 굵은소금 청양고추 양파
투움바파스타,시판 크림스파게티 베이컨 마른고추 고추가루 큰술 올리브 데친브로콜리 약간
플로랑탱,밀가루박력분 아몬드가루 슈가파우더 소금 약간 찬 버터 달걀 아몬드슬라이스 설탕 생크림 올리고당 버터
호박간장무침,호박
새우호박전,새우 호박 양파 청양고추 홍고추 밀가루 튀김가루 소금 약간 후추 약간 올리브유 적당량
흑임자밥,현미 백미 흑임자
숙주잡채,당면 느타리버섯 팽이버섯 쪽파 약간
부추전피자,부추 양파 청양초 밀가루 피자 치즈 달걀 식용유 적당량
콩가루북어국,무 약간 두부 청양 고추 홍고추 잔파 마늘 소금 계란 콩가루
소고기새우미역국,미역 소고기 새우
고등어묵은지김치찜,묵은지 캔고등어 양파 대파 약간 홍고추 참깨 약간 다시마육수
조기탕수,조기 콩가루 녹말가루 청고추 홍고추 양파 마늘 설탕 식초 간장 녹말 물
사과당근비트주스,사과 당근 비트
체리칵테일,일본술
구운가지무침,가지 양파 청양고추
백고동스파게티,백고동 적양파 밀가루
오징어쫄면볶음,오징어 애호박 약간 홍고추 양배추 참깨 약간 올리브유
민어무청시래기조림,민어 무청시래기 양파 청량고추
냉메밀비빔국수,메밀국수 건면 양배추 오이 당근 조금 맛살 달걀
달걀스테이크,달걀 오만둥이 쪽파 약간 케이퍼 흑토마토 파인애플 캔
곰취장아찌김밥,밥 김밥용 김 곰취장아찌 적당량 깻잎 게살 햄 달걀 단무지 오이
계란카레조림,메추리알 빨강 색파프리카 주황 파프리카 브로콜리 카레가루 물 밀가루 약간
망고파르페,씨리얼 플레인요플레 후르츠 약간 생블루베리 약간 얼린망고 아이스크림 생크림 적당량 콩가루 약간
짠무무침,짠무
우유팥빙수,후르츠칵테일 팥 절편 얼린우유
가지나물볶음,가지 양파 약간 양배추 약간 대파 홍고추 참깨 식용유 고춧가루 굴소스 맛술 참기름 올리고당 매실청 다진마늘 참깨
구운가지야채샐러드,가지 올리브유 방울토마토 노란파프리카 빨간파프리카
허브닭봉오븐구이,닭봉 허브솔트 오레가노 로즈마리 적당량 청주 올리브유
감자만주,감자 밀가루 설탕 팥앙금 소금
새우감자볶음,감자 중간크기
고구마고로케,고구마 계란 양파 김밥속재료 튀김가루 빵가루
명태채볶음,명태채 다진마늘
갈치조림양념장,갈치 감자 쪽판 약간 양파
미니밤단호박볶음밥,단호박 찹쌀 양파 청피망 홍피망 닭가슴살 조금 기름 설탕 찹쌀 소금 조금 소금 후추 참기름
계란햄간장볶음밥,밥 햄 계란
열무비빔국수양념장,국수 오이 열무김치 조금
양파두부샐러드,연두부 어린잎채소 방울토마토
채소오븐구이,파프리카 마늘 가지 토마토
돈가스밥버거,밥 돈가스 마요네즈 머스타드소스 통깨 양상추 약간 돈가스소스 치즈
데리야끼닭안심구이,닭 안심 양파 레드와인 적당량 마늘 올리브유 적당량
고추참치전,참치 새송이버섯 다진당근 피망 양파 청양고추 부침가루 달걀 빵가루 포도씨유 적당량
감자오뎅볶음,오뎅 감자
콩비지아이스크림,콩비지 유기농설탕 소금 조금 물 전분 메이플시럽 아몬드 조금 검은깨 조금 피스타치오 조금
식빵과일말이,바나나 딸기 계란 식빵
밤호박카레,밤호박 돼지고기 감자 양파 당근 약간 토마토
감자고추냉채,감자 오이고추
케일주스,케일 사과 레몬
호박국,감자 호박 청양고추
스크램블에그샌드위치,달걀 모짜렐라치즈 조금 우유 식빵 햄 치즈
옥수수,흑찰옥수수 물
국수말이,오이소박이 소면
가지스파게티,가지 베이컨 양파 스파게티
체리모히토,탄산수 민트잎 체리 적당량
된장멸치볶음,멸치 견과류 참기름 통깨 마늘
해산물토마토파스타,모둠해산물 양파 마늘 페페론치노 토마토소스 베이비채소 스파게티 올리브유 적당량 설탕 조금 소금 약간 후추 약간 바질가루 약간 파슬리가루 약간 모둠견과류 양상추 치커리 옥수수콘 발사믹글레이즈
블루베리브라우니,밀가루박력분 코코아가루 베이킹파우더 설탕 마요네즈 달걀 우유 블루베리
소고기초밥케이크,밥 소고기불고기감 마늘 어린잎채소 포도씨유 간장 매실청 대파 후춧가루 청주 양파즙 현미식초 설탕 구운소금
코코뱅,닭가슴살 양송이 큰거 청양고추 통마늘 양파 중간크기
오징어두부국,오징어 두부 계란 대파 다진마늘 새우젓 천일염 약간 시판천연조미료 고추기름 다시마
스팸계란김밥,밥 김 계란 스팸 깻잎장아찌
다슬기,밀가루 부추 우유 당근 양파 청량초 대파 약간 부추 밀가루 다슬기 양파 당근 청양고추 쌀 다슬기 부추 당근 참기름 약간 소금 약간 멸치육수 달걀 멸치액 약간
명엽채볶음,명엽채 다진마늘 다진파 간장 설탕 참기름 통깨 견과류
고구마줄기무침,고구마대 양파 홍고추
소세지구이,소세지
소시지김치치즈구이,미니소시지 송송썬 김치 비정제 황설탕 양파 피망 포도씨유 적당량 모차렐라 치즈 데친 브로콜리 몇송이
애호박두부새우젓국,물 다시마 국물용 멸치 애호박 두부 마늘 새우젓 홍고추 청양고추 대파
초코소보로바나나파운드케이크,바나나 설탕 버터 럼주 박력분 버터 설탕 베이킹파우더 달걀 캐머멜리제바나나 바나나 초코소보로 적당량
호박찌개,호박 양파 청양고추
고등어강된장구이,고등어
비트냉라면,라면 사리 비트 두메부추 약간
청양고추멸치볶음,가이리멸치 청양고추 홍고추 통깨
스팸두부샌드,두부 스팸 작은것 밀가루 약간 계란
